HGNC_symbol,HGNC_ID,Ensembl_ID,Ensembl_ID_status,Name_hgnc,Group_hgnc,Group_ID_hgnc,Status_hgnc,Locus_type_hgnc,DBD_lambert,TF_assessment_lambert,InLambert,GO_TF_biomart,InGO_TF,JASPAR_matrix_ids,InJASPAR,Mouse_Symbol,Ensembl_Mouse
BATF,HGNC:958,ENSG00000156127,confirmed,basic leucine zipper ATF-like transcription factor,Basic leucine zipper proteins,506,Approved,gene with protein product,bZIP,Known motif,Y,GO:0003677;GO:0006355;GO:0003700;GO:0006357;GO:0005634;GO:0005737;GO:0005654;GO:0005515;GO:0006974;GO:0001819;GO:0030154;GO:0000978;GO:0000981;GO:0043565;GO:0000785;GO:1990837;GO:0045064;GO:0090575;GO:0072540;GO:0030330;GO:0043011;GO:0140467;GO:0045190;GO:0060218;GO:0042832;GO:2000319;GO:0072539;GO:0001228;GO:0002320;GO:0045944,Y,MA1634.1;MA1634.2;MA0462.1;MA0462.2;MA0462.3,Y,,
BATF2,HGNC:25163,ENSG00000168062,confirmed,basic leucine zipper ATF-like transcription factor 2,Basic leucine zipper proteins,506,Approved,gene with protein product,bZIP,Likely to be sequence specific TF,Y,GO:0005634;GO:0003677;GO:0005515;GO:0006357;GO:0006355;GO:0003700;GO:0030154;GO:0000978;GO:0000981;GO:0000785;GO:0090575;GO:0043011;GO:0140467;GO:0042832,Y,,N,,
BATF3,HGNC:28915,ENSG00000123685,confirmed,basic leucine zipper ATF-like transcription factor 3,Basic leucine zipper proteins,506,Approved,gene with protein product,bZIP,Known motif,Y,GO:0003677;GO:0006355;GO:0003700;GO:0006357;GO:0005634;GO:0005829;GO:0005654;GO:0005515;GO:0005730;GO:0000978;GO:0000981;GO:0009615;GO:0000785;GO:0001227;GO:1990837;GO:0000122;GO:0090575;GO:0043011;GO:0140467;GO:0097028,Y,MA0835.2;MA0835.3,Y,,
BAZ2A,,ENSG00000076108,lambert,,Lambert TF Census (not in HGNC groups),,,,MBD; AT hook,Likely to be sequence specific TF,Y,,N,,N,,
BAZ2B,,ENSG00000123636,lambert,,Lambert TF Census (not in HGNC groups),,,,MBD,Likely to be sequence specific TF,Y,,N,,N,,
BBX,,ENSG00000114439,confirmed,,Lambert TF Census (not in HGNC groups),,,,HMG/Sox,Known motif,Y,GO:0005634;GO:0003677;GO:0000981;GO:0006357;GO:0000977;GO:0000785;GO:1990837;GO:0060348;GO:0005515,Y,,N,,
BCL11A,,ENSG00000119866,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0005634;GO:0005737;GO:0005654;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0005694;GO:0016363;GO:0000978;GO:0006357;GO:0016925;GO:1990837;GO:0016514;GO:0001227;GO:0000122;GO:0005829;GO:0003700;GO:0046982;GO:0045944;GO:0010977;GO:0048671;GO:2000171;GO:0030517;GO:0050773;GO:0010976;GO:0048672;GO:0032463;GO:0042803;GO:0140297;GO:0042382;GO:0019901;GO:0010628;GO:1903860;GO:1904800;GO:1905232;GO:2000173;GO:0098794;GO:0001067;GO:0003712,Y,MA2324.1;MA2504.1,Y,,
BCL11B,,ENSG00000127152,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0005634;GO:0046872;GO:0005515;GO:0008270;GO:0000978;GO:1990837;GO:0016514;GO:0006357;GO:0045944;GO:0003700;GO:0035701;GO:0097535;GO:0006366;GO:0006915;GO:0070231;GO:0070242;GO:0003334;GO:0003382;GO:0007409;GO:0008285;GO:0009791;GO:0010468;GO:0010837;GO:0019216;GO:0021773;GO:0021902;GO:0021953;GO:0031077;GO:0033077;GO:0033153;GO:0042475;GO:0043368;GO:0043588;GO:0045664;GO:0046632;GO:0048538;GO:0070233;GO:0070244;GO:0071678;GO:0001228;GO:0043565;GO:0043005,Y,,N,,
BCL6,,ENSG00000113916,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0005515;GO:0005634;GO:0005654;GO:0046872;GO:0005794;GO:0003677;GO:0008270;GO:0006974;GO:0043065;GO:0002376;GO:0005730;GO:0050776;GO:0001222;GO:0042981;GO:0000122;GO:0042802;GO:0000978;GO:0001227;GO:0043565;GO:0045892;GO:1990837;GO:0030308;GO:0003700;GO:0006954;GO:0140297;GO:0045597;GO:0003682;GO:0001817;GO:0051251;GO:0042382;GO:1903037;GO:0042127;GO:0002682;GO:0005657;GO:0045591;GO:0050727;GO:0045580;GO:0045595;GO:0002634;GO:0002903;GO:0042092;GO:1903464;GO:0002317;GO:0006366;GO:0007160;GO:0007266;GO:0008283;GO:0021859;GO:0032943;GO:0042100;GO:0045064;GO:0048289;GO:0048870;GO:0000902;GO:0001953;GO:0002467;GO:0002829;GO:0006357;GO:0007283;GO:0008104;GO:0030036;GO:0030183;GO:0030890;GO:0031507;GO:0032764;GO:0032945;GO:0035024;GO:0042129;GO:0043066;GO:0043380;GO:0045629;GO:0045666;GO:0045746;GO:0048294;GO:0048821;GO:1900099;GO:2000147;GO:2000773;GO:0000977;GO:0001161;GO:0031490,Y,MA0463.2;MA0463.3,Y,,
BCL6B,,ENSG00000161940,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,,N,MA0731.1,Y,,
BDP1,HGNC:13652,ENSG00000145734,hgnc,BDP1 general transcription factor IIIB subunit,General transcription factor IIIB complex subunits,1879,Approved,gene with protein product,,,N,,N,,N,,
BHLHA15,HGNC:22265,ENSG00000180535,confirmed,basic helix-loop-helix family member a15,Basic helix-loop-helix proteins,420,Approved,gene with protein product,bHLH,Known motif,Y,GO:0046983;GO:0005634;GO:0003677;GO:0005515;GO:0000981;GO:1990837;GO:0000785;GO:0030968;GO:0045944;GO:0070888;GO:0042149;GO:0007423;GO:0061564;GO:0010832;GO:0002071;GO:0006851;GO:0007030;GO:0007186;GO:0007267;GO:0019722;GO:0030154;GO:0042593;GO:0044331;GO:0045216;GO:0048312;GO:0051649;GO:0051674;GO:0072560;GO:0000977;GO:0001228;GO:0042802,Y,MA1472.1;MA0607.2,Y,,
BHLHA9,HGNC:35126,ENSG00000205899,confirmed,basic helix-loop-helix family member a9,Basic helix-loop-helix proteins,420,Approved,gene with protein product,bHLH,Likely to be sequence specific TF,Y,GO:0046983;GO:0005634;GO:0005737;GO:0003677;GO:0005515;GO:0000981;GO:0006357;GO:0046982;GO:0000977;GO:0000785;GO:0032502,Y,,N,,
BHLHE22,HGNC:11963,ENSG00000180828,confirmed,basic helix-loop-helix family member e22,Basic helix-loop-helix proteins,420,Approved,gene with protein product,bHLH,Known motif,Y,GO:0046983;GO:0005634;GO:0007399;GO:0000981;GO:1990837;GO:0000785;GO:0045944;GO:0070888;GO:0007423;GO:0061564,Y,MA0818.1;MA1635.1;MA0818.2;MA1635.2,Y,,
BHLHE23,HGNC:16093,ENSG00000125533,confirmed,basic helix-loop-helix family member e23,Basic helix-loop-helix proteins,420,Approved,gene with protein product,bHLH,Known motif,Y,GO:0046983;GO:0005634;GO:0003677;GO:0005515;GO:0000981;GO:1990837;GO:0000785;GO:0045944;GO:0070888;GO:0007423;GO:0061564,Y,MA0817.1;MA0817.2,Y,,
BHLHE40,HGNC:1046,ENSG00000134107,confirmed,basic helix-loop-helix family member e40,Basic helix-loop-helix proteins,420,Approved,gene with protein product,bHLH,Known motif,Y,GO:0003677;GO:0006355;GO:0046983;GO:0005634;GO:0005737;GO:0048511;GO:0005515;GO:0016604;GO:0000978;GO:0000981;GO:0000122;GO:0006357;GO:0045892;GO:0003700;GO:0042752;GO:0070888;GO:0000785;GO:1990837;GO:0019904;GO:0009952;GO:0050767;GO:0042803;GO:0046982;GO:0043425;GO:0061629;GO:0001227;GO:0043426;GO:0007623;GO:0032922;GO:0043153,Y,MA0464.2;MA0464.3,Y,,
BHLHE41,HGNC:16617,ENSG00000123095,confirmed,basic helix-loop-helix family member e41,Basic helix-loop-helix proteins,420,Approved,gene with protein product,bHLH,Known motif,Y,GO:0003677;GO:0006355;GO:0046983;GO:0005634;GO:0048511;GO:0005515;GO:0000978;GO:0000981;GO:0006357;GO:0045892;GO:0070888;GO:0000785;GO:1990837;GO:0009952;GO:0050767;GO:0042803;GO:0046982;GO:0043425;GO:0000122;GO:0061629;GO:0001227;GO:0043426;GO:0032922;GO:0010944;GO:0042826;GO:0010832;GO:0007623,Y,MA0636.1,Y,,
BMAL1,HGNC:701,ENSG00000133794,biomart,basic helix-loop-helix ARNT like 1,Basic helix-loop-helix proteins,420,Approved,gene with protein product,,,N,GO:0006355;GO:0005634;GO:0005737;GO:0003700;GO:0005667;GO:0046983;GO:0051726;GO:0016605;GO:0005654;GO:0048511;GO:0003677;GO:0005515;GO:0007283;GO:0045893;GO:0000978;GO:0032007;GO:0000981;GO:0043565;GO:0006357;GO:0045892;GO:0050767;GO:0000976;GO:0043161;GO:0050796;GO:0070888;GO:0032922;GO:0042753;GO:1990513;GO:0000785;GO:0003712;GO:0007623;GO:0097009;GO:0090263;GO:1990837;GO:0051775;GO:0045599;GO:0045944;GO:0120163;GO:0017162;GO:0051879;GO:0140297;GO:0042634;GO:0090403;GO:1901985;GO:2000074;GO:2000323;GO:2000772;GO:2001016;GO:0033391;GO:0034751,Y,,N,,
BMAL2,HGNC:18984,ENSG00000029153,biomart,basic helix-loop-helix ARNT like 2,Basic helix-loop-helix proteins,420,Approved,gene with protein product,,,N,GO:0006355;GO:0005634;GO:0005737;GO:0003700;GO:0005667;GO:0046983;GO:0005654;GO:0048511;GO:0003677;GO:0005515;GO:0005730;GO:0045893;GO:0000978;GO:0000981;GO:0006357;GO:0070888;GO:0032922;GO:0042753;GO:1990513;GO:0000785;GO:0045944;GO:0034751;GO:0007623;GO:0009649,Y,,N,,
BNC1,,ENSG00000169594,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Inferred motif,Y,,N,,N,,
BNC2,,ENSG00000173068,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Inferred motif,Y,,N,MA1928.1;MA1928.2,Y,,
BORCS8-MEF2B,,ENSG00000064489,confirmed,,Lambert TF Census (not in HGNC groups),,,,MADS box,Known motif,Y,GO:0003677;GO:0046983;GO:0000977;GO:0045944;GO:0005634;GO:0005829;GO:0005654;GO:0000981;GO:0030054;GO:0048513,Y,,N,,
BPTF,,ENSG00000171634,lambert,,Lambert TF Census (not in HGNC groups),,,,Unknown,Known motif,Y,,N,,N,,
BRF1,HGNC:11551,ENSG00000185024,hgnc,BRF1 general transcription factor IIIB subunit,General transcription factor IIIB complex subunits,1879,Approved,gene with protein product,,,N,,N,,N,,
BRF2,HGNC:17298,ENSG00000104221,lambert,BRF2 general transcription factor IIIB subunit,General transcription factor IIIB complex subunits,1879,Approved,gene with protein product,Unknown,Likely to be sequence specific TF,Y,,N,,N,,
BSX,,ENSG00000188909,confirmed,,Lambert TF Census (not in HGNC groups),,,,Homeodomain,Known motif,Y,GO:0003677;GO:0006355;GO:0000981;GO:0005634;GO:0000978;GO:0006357;GO:0000785;GO:0030154;GO:1990837;GO:0042755;GO:0007626;GO:0045944;GO:0060056;GO:0043565;GO:0019827;GO:0005667,Y,MA0876.1;MA0876.2,Y,,
C11orf95,,ENSG00000188070,lambert,,Lambert TF Census (not in HGNC groups),,,,BED ZF,Likely to be sequence specific TF,Y,,N,,N,,
CAMTA1,,ENSG00000171735,lambert,,Lambert TF Census (not in HGNC groups),,,,CG-1,Likely to be sequence specific TF,Y,,N,,N,,
CAMTA2,,ENSG00000108509,lambert,,Lambert TF Census (not in HGNC groups),,,,CG-1,Likely to be sequence specific TF,Y,,N,,N,,
CARF,,ENSG00000138380,confirmed,,Lambert TF Census (not in HGNC groups),,,,Unknown,Known motif,Y,GO:0003700;GO:0005634;GO:0003677;GO:0005515;GO:0001228;GO:0000978;GO:0000981;GO:0006357;GO:0071277;GO:0045944;GO:0001652;GO:0006355,Y,,N,,
CASZ1,,ENSG00000130940,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0006355;GO:0005634;GO:0005829;GO:0005654;GO:0046872;GO:0003677;GO:0008270;GO:0045893;GO:0000981;GO:0000977;GO:0045944;GO:0001228;GO:0000785;GO:0045664,Y,MA2508.1,Y,,
CBX2,,ENSG00000173894,lambert,,Lambert TF Census (not in HGNC groups),,,,AT hook,Likely to be sequence specific TF,Y,,N,,N,,
CC2D1A,,ENSG00000132024,lambert,,Lambert TF Census (not in HGNC groups),,,,Unknown,Likely to be sequence specific TF,Y,GO:0001227;GO:0005634;GO:0005737;GO:0016020;GO:0005829;GO:0001650;GO:0005886;GO:0005856;GO:0003677;GO:0005515;GO:0036064;GO:0070062;GO:0043123;GO:0005813;GO:0000978;GO:0000981;GO:0006357;GO:0045296;GO:1905381;GO:0000122;GO:0002087;GO:0007032;GO:0007611;GO:0035176;GO:0043576;GO:0060291;GO:0140059;GO:0150023;GO:0150052;GO:0045202;GO:0098978;GO:0010008,Y,,N,,
CC2D1B,,ENSG00000154222,biomart,,BioMart GO:0003700 (not in HGNC groups),,,,,,,GO:0001227;GO:0005634;GO:0005654;GO:0005515;GO:0000978;GO:0000981;GO:0006357;GO:0005635;GO:0000122;GO:0005829;GO:0010008,Y,,N,,
CCDC169-SOHLH2,,ENSG00000250709,lambert,,Lambert TF Census (not in HGNC groups),,,,bHLH,Known motif,Y,,N,,N,,
CCDC17,,ENSG00000159588,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,,N,,N,,
CDC5L,,ENSG00000096401,confirmed,,Lambert TF Census (not in HGNC groups),,,,Myb/SANT,Known motif,Y,GO:0000398;GO:0000974;GO:0008380;GO:0005634;GO:0005681;GO:0003723;GO:0006397;GO:0005737;GO:0016607;GO:0016020;GO:0005654;GO:0003677;GO:0005515;GO:0006281;GO:0006974;GO:0042802;GO:0000981;GO:0006357;GO:0006355;GO:0019904;GO:0000977;GO:0000077;GO:0071013;GO:0001228;GO:0045944;GO:0005662;GO:0071007;GO:0071987,Y,,N,,
CDX1,,ENSG00000113722,confirmed,,Lambert TF Census (not in HGNC groups),,,,Homeodomain,Known motif,Y,GO:0003677;GO:0006355;GO:0005634;GO:0007275;GO:0000981;GO:0005515;GO:0045944;GO:0006357;GO:0000976;GO:0008327;GO:0000977;GO:0000785;GO:0030154;GO:0000978;GO:1990837;GO:0003700;GO:0009880;GO:0001228;GO:0009948;GO:0014807;GO:0048565;GO:0009887;GO:0007389;GO:0009952;GO:0060349,Y,MA0878.1;MA0878.2;MA0878.3,Y,,
CDX2,,ENSG00000165556,confirmed,,Lambert TF Census (not in HGNC groups),,,,Homeodomain,Known motif,Y,GO:0003677;GO:0006355;GO:0005634;GO:0007275;GO:0000981;GO:0005654;GO:0005515;GO:0045944;GO:0006357;GO:0008327;GO:0000977;GO:0000785;GO:0030154;GO:0000978;GO:0001227;GO:1990837;GO:0000122;GO:0003700;GO:0009880;GO:0009948;GO:0014807;GO:0048565;GO:0009887;GO:0001829;GO:0001568;GO:0001824;GO:0001890;GO:0007389;GO:0008333;GO:0009952;GO:0035019;GO:0045197;GO:0045597;GO:0048863;GO:0060711;GO:0003690;GO:0043565;GO:0008284;GO:0045893;GO:0060575;GO:0000794;GO:0017053;GO:0032991,Y,MA0465.1;MA0465.2;MA0465.3,Y,,
CDX4,,ENSG00000131264,confirmed,,Lambert TF Census (not in HGNC groups),,,,Homeodomain,Known motif,Y,GO:0003677;GO:0006355;GO:0005634;GO:0007275;GO:0000981;GO:0005515;GO:0006357;GO:0000977;GO:0000785;GO:0030154;GO:0000978;GO:1990837;GO:0003700;GO:0009880;GO:0001228;GO:0045944;GO:0009948;GO:0000122;GO:0001568;GO:0001890;GO:0009952;GO:0060711;GO:0048565,Y,MA1473.1;MA1473.2,Y,,
CEBPA,HGNC:1833,ENSG00000245848,confirmed,CCAAT enhancer binding protein alpha,Basic leucine zipper proteins,506,Approved,gene with protein product,bZIP,Known motif,Y,GO:0006355;GO:0003700;GO:0006351;GO:0050729;GO:0005634;GO:0008285;GO:0005654;GO:0003677;GO:0005515;GO:0005730;GO:0042803;GO:0001228;GO:0045944;GO:0042802;GO:0000978;GO:0000981;GO:0006357;GO:0045892;GO:0000976;GO:0019221;GO:0019900;GO:0000785;GO:0030099;GO:0042593;GO:0090575;GO:0097009;GO:0045444;GO:0001889;GO:0043032;GO:0000122;GO:0055088;GO:0097677;GO:0006091;GO:0051726;GO:0061629;GO:0140467;GO:0032436;GO:0005667;GO:0070102;GO:0030851;GO:0030324;GO:0070343;GO:0036488;GO:1990647;GO:0008283;GO:0071425;GO:0000050;GO:0001892;GO:0002070;GO:0007005;GO:0007219;GO:0008203;GO:0030225;GO:0042127;GO:0045600;GO:0045669;GO:0045893;GO:0048839;GO:0050872;GO:0050873;GO:0071285;GO:0071356;GO:1902034;GO:0003682;GO:0019904;GO:0031490;GO:0042826;GO:0043565;GO:0044877;GO:0046982;GO:0071837;GO:0140297;GO:0002076;GO:0006953;GO:0007584;GO:0007613;GO:0010628;GO:0030154;GO:0031100;GO:0033274;GO:0045786;GO:0071466;GO:0071548;GO:0080184;GO:0016363;GO:0032991;GO:0035189,Y,MA0102.2;MA0102.3;MA0102.4;MA0102.5,Y,,
CEBPB,HGNC:1834,ENSG00000172216,confirmed,CCAAT enhancer binding protein beta,Basic leucine zipper proteins,506,Approved,gene with protein product,bZIP,Known motif,Y,GO:0006355;GO:0003700;GO:0006351;GO:0005515;GO:0005634;GO:0005737;GO:0005654;GO:0003677;GO:0000981;GO:0030154;GO:0042742;GO:0042803;GO:0000122;GO:0000978;GO:0001227;GO:0006357;GO:0000785;GO:0034976;GO:0090575;GO:1990837;GO:0045944;GO:0006954;GO:0006955;GO:0032753;GO:0120162;GO:0070059;GO:0045893;GO:0140467;GO:0045600;GO:0042130;GO:0001541;GO:0006953;GO:0045670;GO:0072574;GO:0097421;GO:0000976;GO:0000977;GO:0061515;GO:0045595;GO:0006366;GO:0001892;GO:0030182;GO:0032675;GO:0033598;GO:0043524;GO:0045444;GO:0045669;GO:0045892;GO:0060644;GO:0070169;GO:0071230;GO:2000120;GO:0000979;GO:0001228;GO:0003682;GO:0019900;GO:0031490;GO:0035035;GO:0035259;GO:0042802;GO:0042826;GO:0043565;GO:0044389;GO:0046982;GO:0061629;GO:0140297;GO:0001889;GO:0007613;GO:0010628;GO:0032496;GO:0050729;GO:0050873;GO:0071222;GO:0071347;GO:1901329;GO:2001198;GO:0000779;GO:0016363;GO:0036488;GO:1990647,Y,MA0466.1;MA0466.2;MA0466.3;MA0466.4,Y,,
CEBPD,HGNC:1835,ENSG00000221869,confirmed,CCAAT enhancer binding protein delta,Basic leucine zipper proteins,506,Approved,gene with protein product,bZIP,Known motif,Y,GO:0006355;GO:0003700;GO:0006351;GO:0005634;GO:0003677;GO:0005515;GO:0000978;GO:0000981;GO:0006357;GO:0000785;GO:0005654;GO:0090575;GO:1990837;GO:0006366;GO:0140467;GO:0045595;GO:0002244;GO:0045444;GO:0045669;GO:0045892;GO:0045944;GO:0048839;GO:0000976;GO:0001228;GO:0042802,Y,MA0836.1;MA0836.2;MA0836.3,Y,,
CEBPE,HGNC:1836,ENSG00000092067,confirmed,CCAAT enhancer binding protein epsilon,Basic leucine zipper proteins,506,Approved,gene with protein product,bZIP,Known motif,Y,GO:0006355;GO:0003700;GO:0006351;GO:0005634;GO:0005654;GO:0005886;GO:0003677;GO:0005515;GO:0000978;GO:0000981;GO:0006357;GO:0000785;GO:0090575;GO:1990837;GO:0001228;GO:0045944;GO:0006952;GO:0140467;GO:0030099;GO:0030851;GO:0006909;GO:0010628;GO:0030225;GO:0042802;GO:0044877;GO:0071222,Y,MA0837.1;MA0837.2;MA0837.3,Y,,
CEBPG,HGNC:1837,ENSG00000153879,confirmed,CCAAT enhancer binding protein gamma,Basic leucine zipper proteins,506,Approved,gene with protein product,bZIP,Known motif,Y,GO:0005634;GO:0005654;GO:0003677;GO:0005515;GO:0006355;GO:0003700;GO:0045739;GO:0006955;GO:0000978;GO:0000981;GO:0043565;GO:0006357;GO:0006351;GO:1990837;GO:0042267;GO:0140297;GO:0000785;GO:0090575;GO:0032729;GO:0001228;GO:0045944;GO:0001889;GO:0043433;GO:0140467;GO:0043388;GO:0030183;GO:0051091;GO:0043353;GO:0016071;GO:0042802,Y,MA0838.1;MA1636.1;MA1636.2,Y,,
CEBPZ,,ENSG00000115816,lambert,,Lambert TF Census (not in HGNC groups),,,,Unknown,Known motif,Y,,N,,N,,
CENPA,,ENSG00000115163,lambert,,Lambert TF Census (not in HGNC groups),,,,Unknown,Likely to be sequence specific TF,Y,,N,,N,,
CENPB,,ENSG00000125817,lambert,,Lambert TF Census (not in HGNC groups),,,,CENPB,Known motif,Y,,N,,N,,
CENPBD1,,ENSG00000177946,lambert,,Lambert TF Census (not in HGNC groups),,,,CENPB,Known motif,Y,,N,,N,,
CENPS,,ENSG00000175279,lambert,,Lambert TF Census (not in HGNC groups),,,,Unknown,Likely to be sequence specific TF,Y,,N,,N,,
CENPT,,ENSG00000102901,lambert,,Lambert TF Census (not in HGNC groups),,,,Unknown,Likely to be sequence specific TF,Y,,N,,N,,
CENPX,,ENSG00000169689,lambert,,Lambert TF Census (not in HGNC groups),,,,Unknown,Likely to be sequence specific TF,Y,,N,,N,,
CGGBP1,,ENSG00000163320,lambert,,Lambert TF Census (not in HGNC groups),,,,Unknown,Likely to be sequence specific TF,Y,,N,MA2538.1,Y,,
CHAMP1,,ENSG00000198824,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,,N,,N,,
CHCHD3,,ENSG00000106554,lambert,,Lambert TF Census (not in HGNC groups),,,,Unknown,Likely to be sequence specific TF,Y,,N,,N,,
CIC,,ENSG00000079432,confirmed,,Lambert TF Census (not in HGNC groups),,,,HMG/Sox,Known motif,Y,GO:0005634;GO:0005654;GO:0003677;GO:0005515;GO:0007420;GO:0000981;GO:0006357;GO:0045892;GO:0007612;GO:0035176;GO:0000977;GO:0000785;GO:0007613;GO:0006366;GO:0000122;GO:0048286;GO:0003682;GO:0032991,Y,,N,,
CLOCK,HGNC:2082,ENSG00000134852,confirmed,clock circadian regulator,Basic helix-loop-helix proteins,420,Approved,gene with protein product,bHLH,Known motif,Y,GO:0006355;GO:0005634;GO:0005737;GO:0003700;GO:0005667;GO:0046983;GO:0000981;GO:0032922;GO:0016740;GO:0005654;GO:0048511;GO:0005829;GO:0003677;GO:0005515;GO:0005694;GO:0010468;GO:0006974;GO:0016746;GO:0007283;GO:0045893;GO:0000978;GO:0043565;GO:0006357;GO:0045892;GO:0006338;GO:0043161;GO:0050796;GO:0004402;GO:0042752;GO:0070888;GO:0000785;GO:0061733;GO:0000077;GO:0031490;GO:1990837;GO:0051775;GO:0001228;GO:0007165;GO:0051092;GO:0007623;GO:0042634;GO:0042753;GO:2000074;GO:2000323;GO:0033391;GO:1990513;GO:0006473;GO:0009648;GO:0071479;GO:0045944;GO:0050729,Y,MA0819.1;MA0819.2;MA0819.3,Y,,
CPEB1,,ENSG00000214575,lambert,,Lambert TF Census (not in HGNC groups),,,,Unknown,Known motif,Y,,N,,N,,
CPHXL,,ENSG00000283755,biomart,,BioMart GO:0003700 (not in HGNC groups),,,,,,,GO:0003677;GO:0005634;GO:0000978;GO:0000981;GO:0006357,Y,,N,,
CPHXL2,,ENSG00000284484,biomart,,BioMart GO:0003700 (not in HGNC groups),,,,,,,GO:0003677;GO:0005634;GO:0000978;GO:0000981;GO:0006357,Y,,N,,
CPXCR1,,ENSG00000147183,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,,N,,N,,
CREB1,HGNC:2345,ENSG00000118260,confirmed,cAMP responsive element binding protein 1,Basic leucine zipper proteins,506,Approved,gene with protein product,bZIP,Known motif,Y,GO:0003677;GO:0006355;GO:0005634;GO:0005515;GO:0003700;GO:0019899;GO:0005829;GO:0005654;GO:0048511;GO:0043066;GO:0005813;GO:0036064;GO:0030154;GO:0045893;GO:0042802;GO:0000981;GO:0006357;GO:0050821;GO:0000785;GO:0000978;GO:1990837;GO:0001228;GO:0045944;GO:0007165;GO:0090575;GO:0061629;GO:0007623;GO:0006468;GO:0010944;GO:0045600;GO:0046889;GO:0014074;GO:0141156;GO:0035497;GO:0000791;GO:0071300;GO:0033762;GO:0042789;GO:1904322;GO:1990589;GO:0030316;GO:0046879;GO:0007409;GO:0007595;GO:0007613;GO:0008361;GO:0009410;GO:0021983;GO:0030879;GO:0033363;GO:0035729;GO:0040018;GO:0045672;GO:0046887;GO:0055025;GO:0060428;GO:0060430;GO:0060509;GO:0071294;GO:1990830;GO:0000976;GO:0000977;GO:0001223;GO:0003690;GO:0030544;GO:0035035;GO:0043565;GO:1990763;GO:0001666;GO:0006366;GO:0007179;GO:0008542;GO:0010629;GO:0014823;GO:0032916;GO:0034670;GO:0035094;GO:0036017;GO:0036120;GO:0042220;GO:0042981;GO:0043065;GO:0043278;GO:0045471;GO:0045899;GO:0048145;GO:0060251;GO:0071363;GO:0071398;GO:0071560;GO:1900273;GO:1902065;GO:1903494;GO:1904181;GO:1990090;GO:1990314;GO:1990910;GO:2000224;GO:0005759;GO:0030424;GO:0005667,Y,MA0018.1;MA0018.2;MA0018.3;MA0018.4;MA0018.5,Y,,
CREB3,HGNC:2347,ENSG00000107175,confirmed,cAMP responsive element binding protein 3,CREB3 transcription factor family,1970,Approved,gene with protein product,bZIP,Known motif,Y,GO:0006355;GO:0003700;GO:0005634;GO:0005737;GO:0016020;GO:0005794;GO:0030335;GO:0005829;GO:0003677;GO:0005515;GO:0005783;GO:0005789;GO:0000139;GO:0042127;GO:0045893;GO:0016604;GO:0042803;GO:0042981;GO:0045944;GO:0006935;GO:0042802;GO:0000978;GO:0000981;GO:0006357;GO:0043025;GO:0000977;GO:0006351;GO:0006986;GO:0001558;GO:0003682;GO:0000785;GO:0005654;GO:0046983;GO:0030968;GO:1990837;GO:0051928;GO:0001228;GO:0001221;GO:0045786;GO:0090575;GO:0090026;GO:0140467;GO:1902236;GO:0008140;GO:0031726;GO:0019046;GO:0050930,Y,MA0638.1;MA0638.2,Y,,
CREB3L1,HGNC:18856,ENSG00000157613,confirmed,cAMP responsive element binding protein 3 like 1,CREB3 transcription factor family,1970,Approved,gene with protein product,bZIP,Known motif,Y,GO:0006355;GO:0003700;GO:0005634;GO:0016020;GO:0005829;GO:0005654;GO:0003677;GO:0005515;GO:0005783;GO:0005789;GO:0000981;GO:0000122;GO:0006357;GO:0006986;GO:0001649;GO:0046332;GO:0000785;GO:0030968;GO:1990837;GO:0045944;GO:0045892;GO:0001227;GO:0001228;GO:0034976;GO:0010629;GO:1902236;GO:1903671;GO:0032967;GO:0000976;GO:0040037;GO:0035497;GO:0003682;GO:0070278,Y,MA0839.1;MA0839.2,Y,,
CREB3L2,HGNC:23720,ENSG00000182158,confirmed,cAMP responsive element binding protein 3 like 2,CREB3 transcription factor family,1970,Approved,gene with protein product,bZIP,Known motif,Y,GO:0006355;GO:0003700;GO:0005634;GO:0016020;GO:0005783;GO:0005654;GO:0003677;GO:0005789;GO:0045893;GO:0000981;GO:0006357;GO:0000976;GO:0006986;GO:0051216;GO:0000785;GO:0034976;GO:0002062;GO:0035497;GO:0000978;GO:0001228;GO:0006888;GO:0045944,Y,,N,,
